source_player_id,source_player_name,source_team_name,source_role_group,source_decision,similar_player_id,similar_player_name,similar_team_name,similar_role_group,similar_decision,similarity_score
moisés_caicedo_chelsea,Moisés Caicedo,Chelsea,DefMidWingBack,Keep,eric_da_silva_moreira_nott'ham_forest,Eric da Silva Moreira,Nott'ham Forest,DefMidWingBack,Give More Chances,0.6300175
max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,aaron_wan-bissaka_west_ham,Aaron Wan-Bissaka,West Ham,Defender,Keep,0.9599278
max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,jean-clair_todibo_west_ham,Jean-Clair Todibo,West Ham,Defender,Keep,0.95933616
max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,konstantinos_mavropanos_west_ham,Konstantinos Mavropanos,West Ham,Defender,Keep,0.9508951
milos_kerkez_bournemouth,Milos Kerkez,Bournemouth,Defender,Monitor,max_aarons_bournemouth,Max Aarons,Bournemouth,Defender,Monitor,0.96039325
milos_kerkez_bournemouth,Milos Kerkez,Bournemouth,Defender,Monitor,julian_araujo_bournemouth,Julian Araujo,Bournemouth,Defender,Monitor,0.9473943
milos_kerkez_bournemouth,Milos Kerkez,Bournemouth,Defender,Monitor,dean_huijsen_bournemouth,Dean Huijsen,Bournemouth,Defender,Keep,0.9125125
dan_burn_newcastle_utd,Dan Burn,Newcastle Utd,Defender,Keep,lloyd_kelly_newcastle_utd,Lloyd Kelly,Newcastle Utd,Defender,Give More Chances,0.92254853
dan_burn_newcastle_utd,Dan Burn,Newcastle Utd,Defender,Keep,matt_targett_newcastle_utd,Matt Targett,Newcastle Utd,Defender,Give More Chances,0.9165987
dan_burn_newcastle_utd,Dan Burn,Newcastle Utd,Defender,Keep,fabian_schär_newcastle_utd,Fabian Schär,Newcastle Utd,Defender,Keep,0.9143574
virgil_van_dijk_liverpool,Virgil van Dijk,Liverpool,Defender,Keep,ibrahima_konaté_liverpool,Ibrahima Konaté,Liverpool,Defender,Keep,0.8778485
virgil_van_dijk_liverpool,Virgil van Dijk,Liverpool,Defender,Keep,andrew_robertson_liverpool,Andrew Robertson,Liverpool,Defender,Sell,0.8658128
virgil_van_dijk_liverpool,Virgil van Dijk,Liverpool,Defender,Keep,jarell_quansah_liverpool,Jarell Quansah,Liverpool,Defender,Give More Chances,0.8592323
nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,neco_williams_nott'ham_forest,Neco Williams,Nott'ham Forest,Defender,Keep,0.95278734
nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,ola_aina_nott'ham_forest,Ola Aina,Nott'ham Forest,Defender,Monitor,0.921556
nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,willy_boly_nott'ham_forest,Willy Boly,Nott'ham Forest,Defender,Give More Chances,0.907529
joško_gvardiol_manchester_city,Joško Gvardiol,Manchester City,Defender,Monitor,rúben_dias_manchester_city,Rúben Dias,Manchester City,Defender,Monitor,0.9234966
joško_gvardiol_manchester_city,Joško Gvardiol,Manchester City,Defender,Monitor,nathan_aké_manchester_city,Nathan Aké,Manchester City,Defender,Monitor,0.9112414
joško_gvardiol_manchester_city,Joško Gvardiol,Manchester City,Defender,Monitor,jahmai_simpson-pusey_manchester_city,Jahmai Simpson-Pusey,Manchester City,Defender,Loan,0.8990424
mark_flekken_brentford,Mark Flekken,Brentford,Goalkeeper,Keep,matz_sels_nott'ham_forest,Matz Sels,Nott'ham Forest,Goalkeeper,Keep,0.7251749
mark_flekken_brentford,Mark Flekken,Brentford,Goalkeeper,Keep,bernd_leno_fulham,Bernd Leno,Fulham,Goalkeeper,Keep,0.7099103
mark_flekken_brentford,Mark Flekken,Brentford,Goalkeeper,Keep,ederson_manchester_city,Ederson,Manchester City,Goalkeeper,Keep,0.7076463
bruno_guimarães_newcastle_utd,Bruno Guimarães,Newcastle Utd,Midfielder,Keep,sandro_tonali_newcastle_utd,Sandro Tonali,Newcastle Utd,Midfielder,Keep,0.9556473
bruno_guimarães_newcastle_utd,Bruno Guimarães,Newcastle Utd,Midfielder,Keep,lewis_miley_newcastle_utd,Lewis Miley,Newcastle Utd,Midfielder,Give More Chances,0.885129
bruno_guimarães_newcastle_utd,Bruno Guimarães,Newcastle Utd,Midfielder,Keep,sean_longstaff_newcastle_utd,Sean Longstaff,Newcastle Utd,Midfielder,Monitor,0.87193584
bart_verbruggen_brighton,Bart Verbruggen,Brighton,Goalkeeper,Monitor,jason_steele_brighton,Jason Steele,Brighton,Goalkeeper,Give More Chances,0.7261578
bart_verbruggen_brighton,Bart Verbruggen,Brighton,Goalkeeper,Monitor,hákon_rafn_valdimarsson_brentford,Hákon Rafn Valdimarsson,Brentford,Goalkeeper,Loan,0.70946765
bart_verbruggen_brighton,Bart Verbruggen,Brighton,Goalkeeper,Monitor,jakub_stolarczyk_leicester_city,Jakub Stolarczyk,Leicester City,Goalkeeper,Monitor,0.58095115
daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,tyrick_mitchell_crystal_palace,Tyrick Mitchell,Crystal Palace,Defender,Keep,0.9466115
daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,0.93932027
daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,chris_richards_crystal_palace,Chris Richards,Crystal Palace,Defender,Keep,0.9292715
antoine_semenyo_bournemouth,Antoine Semenyo,Bournemouth,Forward,Keep,dango_ouattara_bournemouth,Dango Ouattara,Bournemouth,Forward,Keep,0.9090595
antoine_semenyo_bournemouth,Antoine Semenyo,Bournemouth,Forward,Keep,evanilson_bournemouth,Evanilson,Bournemouth,Forward,Monitor,0.87240285
antoine_semenyo_bournemouth,Antoine Semenyo,Bournemouth,Forward,Keep,remy_rees-dottin_bournemouth,Remy Rees-Dottin,Bournemouth,Forward,Loan,0.8551791
emiliano_martínez_aston_villa,Emiliano Martínez,Aston Villa,Goalkeeper,Keep,robin_olsen_aston_villa,Robin Olsen,Aston Villa,Goalkeeper,Sell,0.7467343
emiliano_martínez_aston_villa,Emiliano Martínez,Aston Villa,Goalkeeper,Keep,nick_pope_newcastle_utd,Nick Pope,Newcastle Utd,Goalkeeper,Keep,0.71665055
emiliano_martínez_aston_villa,Emiliano Martínez,Aston Villa,Goalkeeper,Keep,alisson_liverpool,Alisson,Liverpool,Goalkeeper,Keep,0.69178814
cole_palmer_chelsea,Cole Palmer,Chelsea,AttMidWinger,Keep,joão_félix_chelsea,João Félix,Chelsea,AttMidWinger,Give More Chances,0.8390047
cole_palmer_chelsea,Cole Palmer,Chelsea,AttMidWinger,Keep,kiernan_dewsbury-hall_chelsea,Kiernan Dewsbury-Hall,Chelsea,AttMidWinger,Monitor,0.8145882
cole_palmer_chelsea,Cole Palmer,Chelsea,AttMidWinger,Keep,morgan_rogers_aston_villa,Morgan Rogers,Aston Villa,AttMidWinger,Keep,0.6355769
murillo_nott'ham_forest,Murillo,Nott'ham Forest,Defender,Keep,neco_williams_nott'ham_forest,Neco Williams,Nott'ham Forest,Defender,Keep,0.9241563
murillo_nott'ham_forest,Murillo,Nott'ham Forest,Defender,Keep,nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,0.90436554
murillo_nott'ham_forest,Murillo,Nott'ham Forest,Defender,Keep,harry_toffolo_nott'ham_forest,Harry Toffolo,Nott'ham Forest,Defender,Give More Chances,0.8951783
antonee_robinson_fulham,Antonee Robinson,Fulham,Defender,Keep,joachim_andersen_fulham,Joachim Andersen,Fulham,Defender,Keep,0.9573894
antonee_robinson_fulham,Antonee Robinson,Fulham,Defender,Keep,jorge_cuenca_fulham,Jorge Cuenca,Fulham,Defender,Give More Chances,0.9184544
antonee_robinson_fulham,Antonee Robinson,Fulham,Defender,Keep,timothy_castagne_fulham,Timothy Castagne,Fulham,Defender,Monitor,0.90961784
ryan_gravenberch_liverpool,Ryan Gravenberch,Liverpool,Midfielder,Keep,alexis_mac_allister_liverpool,Alexis Mac Allister,Liverpool,Midfielder,Keep,0.9322044
ryan_gravenberch_liverpool,Ryan Gravenberch,Liverpool,Midfielder,Keep,dominik_szoboszlai_liverpool,Dominik Szoboszlai,Liverpool,Midfielder,Keep,0.92576325
ryan_gravenberch_liverpool,Ryan Gravenberch,Liverpool,Midfielder,Keep,harvey_elliott_liverpool,Harvey Elliott,Liverpool,Midfielder,Give More Chances,0.87853426
aaron_wan-bissaka_west_ham,Aaron Wan-Bissaka,West Ham,Defender,Keep,max_kilman_west_ham,Max Kilman,West Ham,Defender,Keep,0.9599278
aaron_wan-bissaka_west_ham,Aaron Wan-Bissaka,West Ham,Defender,Keep,jean-clair_todibo_west_ham,Jean-Clair Todibo,West Ham,Defender,Keep,0.9556786
aaron_wan-bissaka_west_ham,Aaron Wan-Bissaka,West Ham,Defender,Keep,konstantinos_mavropanos_west_ham,Konstantinos Mavropanos,West Ham,Defender,Keep,0.9435505
levi_colwill_chelsea,Levi Colwill,Chelsea,Defender,Monitor,marc_cucurella_chelsea,Marc Cucurella,Chelsea,Defender,Monitor,0.93944955
levi_colwill_chelsea,Levi Colwill,Chelsea,Defender,Monitor,malo_gusto_chelsea,Malo Gusto,Chelsea,Defender,Monitor,0.93665016
levi_colwill_chelsea,Levi Colwill,Chelsea,Defender,Monitor,joshua_acheampong_chelsea,Joshua Acheampong,Chelsea,Defender,Loan,0.93504274
dara_o'shea_ipswich_town,Dara O'Shea,Ipswich Town,Defender,Keep,jacob_greaves_ipswich_town,Jacob Greaves,Ipswich Town,Defender,Keep,0.93114364
dara_o'shea_ipswich_town,Dara O'Shea,Ipswich Town,Defender,Keep,ben_godfrey_ipswich_town,Ben Godfrey,Ipswich Town,Defender,Monitor,0.9140775
dara_o'shea_ipswich_town,Dara O'Shea,Ipswich Town,Defender,Keep,leif_davis_ipswich_town,Leif Davis,Ipswich Town,Defender,Monitor,0.907089
maxence_lacroix_crystal_palace,Maxence Lacroix,Crystal Palace,Defender,Keep,marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,0.9664037
maxence_lacroix_crystal_palace,Maxence Lacroix,Crystal Palace,Defender,Keep,chris_richards_crystal_palace,Chris Richards,Crystal Palace,Defender,Keep,0.9544849
maxence_lacroix_crystal_palace,Maxence Lacroix,Crystal Palace,Defender,Keep,daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,0.9247331
morgan_rogers_aston_villa,Morgan Rogers,Aston Villa,AttMidWinger,Keep,john_mcginn_aston_villa,John McGinn,Aston Villa,AttMidWinger,Monitor,0.87438875
morgan_rogers_aston_villa,Morgan Rogers,Aston Villa,AttMidWinger,Keep,jacob_ramsey_aston_villa,Jacob Ramsey,Aston Villa,AttMidWinger,Monitor,0.8474182
morgan_rogers_aston_villa,Morgan Rogers,Aston Villa,AttMidWinger,Keep,emi_buendía_aston_villa,Emi Buendía,Aston Villa,AttMidWinger,Monitor,0.8367905
rayan_aït-nouri_wolves,Rayan Aït-Nouri,Wolves,Defender,Monitor,yerson_mosquera_wolves,Yerson Mosquera,Wolves,Defender,Give More Chances,0.9338679
rayan_aït-nouri_wolves,Rayan Aït-Nouri,Wolves,Defender,Monitor,nélson_semedo_wolves,Nélson Semedo,Wolves,Defender,Sell,0.9324345
rayan_aït-nouri_wolves,Rayan Aït-Nouri,Wolves,Defender,Monitor,toti_gomes_wolves,Toti Gomes,Wolves,Defender,Keep,0.9245174
illia_zabarnyi_bournemouth,Illia Zabarnyi,Bournemouth,Defender,Keep,dean_huijsen_bournemouth,Dean Huijsen,Bournemouth,Defender,Keep,0.95280993
illia_zabarnyi_bournemouth,Illia Zabarnyi,Bournemouth,Defender,Keep,james_hill_bournemouth,James Hill,Bournemouth,Defender,Give More Chances,0.9223187
illia_zabarnyi_bournemouth,Illia Zabarnyi,Bournemouth,Defender,Keep,marcos_senesi_bournemouth,Marcos Senesi,Bournemouth,Defender,Give More Chances,0.88369954
keane_lewis-potter_brentford,Keane Lewis-Potter,Brentford,WingBack,Monitor,mason_holgate_everton,Mason Holgate,Everton,WingBack,Monitor,0.69924223
keane_lewis-potter_brentford,Keane Lewis-Potter,Brentford,WingBack,Monitor,samuel_edozie_southampton,Samuel Edozie,Southampton,WingBack,Monitor,0.6657845
keane_lewis-potter_brentford,Keane Lewis-Potter,Brentford,WingBack,Monitor,samuel_amo-ameyaw_southampton,Samuel Amo-Ameyaw,Southampton,WingBack,Monitor,0.6546495
tyrick_mitchell_crystal_palace,Tyrick Mitchell,Crystal Palace,Defender,Keep,daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,0.9466115
tyrick_mitchell_crystal_palace,Tyrick Mitchell,Crystal Palace,Defender,Keep,chris_richards_crystal_palace,Chris Richards,Crystal Palace,Defender,Keep,0.9353236
tyrick_mitchell_crystal_palace,Tyrick Mitchell,Crystal Palace,Defender,Keep,marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,0.9193852
vitaliy_mykolenko_everton,Vitaliy Mykolenko,Everton,Defender,Keep,jake_o'brien_everton,Jake O'Brien,Everton,Defender,Monitor,0.9092747
vitaliy_mykolenko_everton,Vitaliy Mykolenko,Everton,Defender,Keep,james_tarkowski_everton,James Tarkowski,Everton,Defender,Keep,0.90548486
vitaliy_mykolenko_everton,Vitaliy Mykolenko,Everton,Defender,Keep,michael_keane_everton,Michael Keane,Everton,Defender,Give More Chances,0.9047592
calvin_bassey_fulham,Calvin Bassey,Fulham,Defender,Monitor,timothy_castagne_fulham,Timothy Castagne,Fulham,Defender,Monitor,0.92132294
calvin_bassey_fulham,Calvin Bassey,Fulham,Defender,Monitor,issa_diop_fulham,Issa Diop,Fulham,Defender,Monitor,0.91303897
calvin_bassey_fulham,Calvin Bassey,Fulham,Defender,Monitor,joachim_andersen_fulham,Joachim Andersen,Fulham,Defender,Keep,0.90499747
idrissa_gana_gueye_everton,Idrissa Gana Gueye,Everton,Midfielder,Keep,abdoulaye_doucouré_everton,Abdoulaye Doucouré,Everton,Midfielder,Sell,0.842978
idrissa_gana_gueye_everton,Idrissa Gana Gueye,Everton,Midfielder,Keep,tim_iroegbunam_everton,Tim Iroegbunam,Everton,Midfielder,Give More Chances,0.839183
idrissa_gana_gueye_everton,Idrissa Gana Gueye,Everton,Midfielder,Keep,orel_mangala_everton,Orel Mangala,Everton,Midfielder,Give More Chances,0.83081174
andré_onana_manchester_utd,André Onana,Manchester Utd,Goalkeeper,Keep,altay_bayındır_manchester_utd,Altay Bayındır,Manchester Utd,Goalkeeper,Monitor,0.7972506
andré_onana_manchester_utd,André Onana,Manchester Utd,Goalkeeper,Keep,dean_henderson_crystal_palace,Dean Henderson,Crystal Palace,Goalkeeper,Keep,0.7513949
andré_onana_manchester_utd,André Onana,Manchester Utd,Goalkeeper,Keep,kepa_arrizabalaga_bournemouth,Kepa Arrizabalaga,Bournemouth,Goalkeeper,Keep,0.7217332
marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,maxence_lacroix_crystal_palace,Maxence Lacroix,Crystal Palace,Defender,Keep,0.9664037
marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,chris_richards_crystal_palace,Chris Richards,Crystal Palace,Defender,Keep,0.9534695
marc_guéhi_crystal_palace,Marc Guéhi,Crystal Palace,Defender,Keep,daniel_muñoz_crystal_palace,Daniel Muñoz,Crystal Palace,Defender,Keep,0.93932027
william_saliba_arsenal,William Saliba,Arsenal,Defender,Monitor,jurriën_timber_arsenal,Jurriën Timber,Arsenal,Defender,Monitor,0.961169
william_saliba_arsenal,William Saliba,Arsenal,Defender,Monitor,gabriel_magalhães_arsenal,Gabriel Magalhães,Arsenal,Defender,Monitor,0.9533633
william_saliba_arsenal,William Saliba,Arsenal,Defender,Monitor,ben_white_arsenal,Ben White,Arsenal,Defender,Monitor,0.93584436
youri_tielemans_aston_villa,Youri Tielemans,Aston Villa,Midfielder,Keep,marco_asensio_aston_villa,Marco Asensio,Aston Villa,Midfielder,Monitor,0.9151885
youri_tielemans_aston_villa,Youri Tielemans,Aston Villa,Midfielder,Keep,boubacar_kamara_aston_villa,Boubacar Kamara,Aston Villa,Midfielder,Monitor,0.9043905
youri_tielemans_aston_villa,Youri Tielemans,Aston Villa,Midfielder,Keep,amadou_onana_aston_villa,Amadou Onana,Aston Villa,Midfielder,Monitor,0.90129566
bruno_fernandes_manchester_utd,Bruno Fernandes,Manchester Utd,Midfielder,Keep,manuel_ugarte_ribeiro_manchester_utd,Manuel Ugarte Ribeiro,Manchester Utd,Midfielder,Give More Chances,0.8839435
bruno_fernandes_manchester_utd,Bruno Fernandes,Manchester Utd,Midfielder,Keep,toby_collyer_manchester_utd,Toby Collyer,Manchester Utd,Midfielder,Loan,0.84680045
bruno_fernandes_manchester_utd,Bruno Fernandes,Manchester Utd,Midfielder,Keep,christian_eriksen_manchester_utd,Christian Eriksen,Manchester Utd,Midfielder,Monitor,0.83427
ola_aina_nott'ham_forest,Ola Aina,Nott'ham Forest,Defender,Monitor,neco_williams_nott'ham_forest,Neco Williams,Nott'ham Forest,Defender,Keep,0.94562644
ola_aina_nott'ham_forest,Ola Aina,Nott'ham Forest,Defender,Monitor,nikola_milenković_nott'ham_forest,Nikola Milenković,Nott'ham Forest,Defender,Keep,0.921556
ola_aina_nott'ham_forest,Ola Aina,Nott'ham Forest,Defender,Monitor,murillo_nott'ham_forest,Murillo,Nott'ham Forest,Defender,Keep,0.889118
marc_cucurella_chelsea,Marc Cucurella,Chelsea,Defender,Monitor,malo_gusto_chelsea,Malo Gusto,Chelsea,Defender,Monitor,0.94323957
marc_cucurella_chelsea,Marc Cucurella,Chelsea,Defender,Monitor,levi_colwill_chelsea,Levi Colwill,Chelsea,Defender,Monitor,0.93944955
marc_cucurella_chelsea,Marc Cucurella,Chelsea,Defender,Monitor,benoît_badiashile_chelsea,Benoît Badiashile,Chelsea,Defender,Monitor,0.91610706
alex_iwobi_fulham,Alex Iwobi,Fulham,AttMidWinger,Keep,harry_wilson_fulham,Harry Wilson,Fulham,AttMidWinger,Give More Chances,0.8852924
alex_iwobi_fulham,Alex Iwobi,Fulham,AttMidWinger,Keep,adama_traoré_fulham,Adama Traoré,Fulham,AttMidWinger,Give More Chances,0.87332785
alex_iwobi_fulham,Alex Iwobi,Fulham,AttMidWinger,Keep,carlos_vinícius_fulham,Carlos Vinícius,Fulham,AttMidWinger,Monitor,0.8337122
lewis_cook_bournemouth,Lewis Cook,Bournemouth,DefMidWingBack,Keep,jefferson_lerma_crystal_palace,Jefferson Lerma,Crystal Palace,DefMidWingBack,Keep,0.66915435
lewis_cook_bournemouth,Lewis Cook,Bournemouth,DefMidWingBack,Keep,moisés_caicedo_chelsea,Moisés Caicedo,Chelsea,DefMidWingBack,Keep,0.581599
lewis_cook_bournemouth,Lewis Cook,Bournemouth,DefMidWingBack,Keep,james_garner_everton,James Garner,Everton,DefMidWingBack,Give More Chances,0.55175173
joão_gomes_wolves,João Gomes,Wolves,Midfielder,Monitor,andré_wolves,André,Wolves,Midfielder,Monitor,0.9659121
joão_gomes_wolves,João Gomes,Wolves,Midfielder,Monitor,chiquinho_wolves,Chiquinho,Wolves,Midfielder,Monitor,0.9234009
joão_gomes_wolves,João Gomes,Wolves,Midfielder,Monitor,boubacar_traoré_wolves,Boubacar Traoré,Wolves,Midfielder,Loan,0.88260347
jarrod_bowen_west_ham,Jarrod Bowen,West Ham,AttMidWinger,Keep,lucas_paquetá_west_ham,Lucas Paquetá,West Ham,AttMidWinger,Monitor,0.9031416
jarrod_bowen_west_ham,Jarrod Bowen,West Ham,AttMidWinger,Keep,danny_ings_west_ham,Danny Ings,West Ham,AttMidWinger,Give More Chances,0.8826715
jarrod_bowen_west_ham,Jarrod Bowen,West Ham,AttMidWinger,Keep,carlos_soler_west_ham,Carlos Soler,West Ham,AttMidWinger,Monitor,0.87781775
chris_wood_nott'ham_forest,Chris Wood,Nott'ham Forest,Forward,Keep,taiwo_awoniyi_nott'ham_forest,Taiwo Awoniyi,Nott'ham Forest,Forward,Monitor,0.8305619
chris_wood_nott'ham_forest,Chris Wood,Nott'ham Forest,Forward,Keep,jørgen_strand_larsen_wolves,Jørgen Strand Larsen,Wolves,Forward,Keep,0.6358376
chris_wood_nott'ham_forest,Chris Wood,Nott'ham Forest,Forward,Keep,mohamed_salah_liverpool,Mohamed Salah,Liverpool,Forward,Keep,0.5842138
jan_paul_van_hecke_brighton,Jan Paul van Hecke,Brighton,Defender,Monitor,pervis_estupiñán_brighton,Pervis Estupiñán,Brighton,Defender,Monitor,0.94199955
jan_paul_van_hecke_brighton,Jan Paul van Hecke,Brighton,Defender,Monitor,tariq_lamptey_brighton,Tariq Lamptey,Brighton,Defender,Monitor,0.9313854
jan_paul_van_hecke_brighton,Jan Paul van Hecke,Brighton,Defender,Monitor,joël_veltman_brighton,Joël Veltman,Brighton,Defender,Monitor,0.9246229
enzo_fernández_chelsea,Enzo Fernández,Chelsea,Midfielder,Keep,roméo_lavia_chelsea,Roméo Lavia,Chelsea,Midfielder,Give More Chances,0.9017183
enzo_fernández_chelsea,Enzo Fernández,Chelsea,Midfielder,Keep,mathis_amougou_chelsea,Mathis Amougou,Chelsea,Midfielder,Loan,0.8334472
enzo_fernández_chelsea,Enzo Fernández,Chelsea,Midfielder,Keep,shumaira_mheuka_chelsea,Shumaira Mheuka,Chelsea,Midfielder,Loan,0.81578875
ezri_konsa_aston_villa,Ezri Konsa,Aston Villa,Defender,Monitor,pau_torres_aston_villa,Pau Torres,Aston Villa,Defender,Monitor,0.9699462
ezri_konsa_aston_villa,Ezri Konsa,Aston Villa,Defender,Monitor,axel_disasi_aston_villa,Axel Disasi,Aston Villa,Defender,Monitor,0.9556966
ezri_konsa_aston_villa,Ezri Konsa,Aston Villa,Defender,Monitor,matty_cash_aston_villa,Matty Cash,Aston Villa,Defender,Monitor,0.9550056
fabian_schär_newcastle_utd,Fabian Schär,Newcastle Utd,Defender,Keep,dan_burn_newcastle_utd,Dan Burn,Newcastle Utd,Defender,Keep,0.9143574
fabian_schär_newcastle_utd,Fabian Schär,Newcastle Utd,Defender,Keep,valentino_livramento_newcastle_utd,Valentino Livramento,Newcastle Utd,Defender,Monitor,0.89329207
fabian_schär_newcastle_utd,Fabian Schär,Newcastle Utd,Defender,Keep,matt_targett_newcastle_utd,Matt Targett,Newcastle Utd,Defender,Give More Chances,0.8854209
james_tarkowski_everton,James Tarkowski,Everton,Defender,Keep,roman_dixon_everton,Roman Dixon,Everton,Defender,Monitor,0.9294973
james_tarkowski_everton,James Tarkowski,Everton,Defender,Keep,michael_keane_everton,Michael Keane,Everton,Defender,Give More Chances,0.924256
james_tarkowski_everton,James Tarkowski,Everton,Defender,Keep,jarrad_branthwaite_everton,Jarrad Branthwaite,Everton,Defender,Keep,0.9238708
yoane_wissa_brentford,Yoane Wissa,Brentford,Forward,Keep,bryan_mbeumo_brentford,Bryan Mbeumo,Brentford,Forward,Keep,0.96524704
yoane_wissa_brentford,Yoane Wissa,Brentford,Forward,Keep,kevin_schade_brentford,Kevin Schade,Brentford,Forward,Keep,0.9029031
