player_id,team_id,player_name,nationality,raw_position,role_group,team_name,league_name,age,matches_played,games_started,minutes_played,nineties_played,goals,assists,expected_goals,expected_assisted_goals,tackles,interceptions,clearances,blocks,goals_against,saves,save_percentage,clean_sheets,goals_per_90,assists_per_90,tackles_per_90,interceptions_per_90,clearances_per_90,blocks_per_90,clean_sheets_per_90,goals_against_per_90,normalized_goals_per_90,normalized_assists_per_90,normalized_tackles_per_90,normalized_interceptions_per_90,normalized_clearances_per_90,normalized_blocks_per_90,normalized_save_percentage,normalized_clean_sheets_per_90,normalized_goals_against_per_90,raw_performance_score,performance_score,performance_percentile,performance_level,age_group,minutes_group,same_role_team_average,competition_status,decision,decision_reason,explanation
milos_kerkez_bournemouth,bournemouth,Milos Kerkez,hu HUN,DF,Defender,Bournemouth,eng Premier League,20.0,38,38,3336,37.1,2,5,0.6,3.9,52,45,106,38,0.0,0.0,0.0,0.0,0.0539083557951482,0.1347708894878706,1.4016172506738545,1.2129380053908356,2.857142857142857,1.0242587601078166,0.0,0.0,0.1563342318059299,0.45822102425876,0.0700808625336927,0.1212938005390835,0.2857142857142857,0.1024258760107816,0.0,0.0,0.0,0.5795148247978437,0.2897574123989218,24.04,Poor,Young,HighMinutes,0.3776606216622093,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Milos Kerkez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
dan_burn_newcastle_utd,newcastle_utd,Dan Burn,eng ENG,DF,Defender,Newcastle Utd,eng Premier League,32.0,37,37,3330,37.0,1,1,2.0,0.9,39,27,197,36,0.0,0.0,0.0,0.0,0.027027027027027,0.027027027027027,1.054054054054054,0.7297297297297297,5.324324324324325,0.972972972972973,0.0,0.0,0.0783783783783783,0.0918918918918919,0.0527027027027027,0.0729729729729729,0.5324324324324324,0.0972972972972973,0.0,0.0,0.0,0.7554054054054055,0.3777027027027027,61.75,Good,Senior,HighMinutes,0.37220444366285127,Competitive,Keep,High minutes and at least promising role-based performance.,Dan Burn is classified as Keep because: High minutes and at least promising role-based performance.
virgil_van_dijk_liverpool,liverpool,Virgil van Dijk,nl NED,DF,Defender,Liverpool,eng Premier League,33.0,37,37,3330,37.0,3,1,2.2,0.7,38,56,190,27,0.0,0.0,0.0,0.0,0.081081081081081,0.027027027027027,1.027027027027027,1.5135135135135136,5.135135135135135,0.7297297297297297,0.0,0.0,0.2351351351351351,0.0918918918918919,0.0513513513513513,0.1513513513513513,0.5135135135135135,0.0729729729729729,0.0,0.0,0.0,0.7891891891891892,0.3945945945945946,66.67,Good,CriticalAge,HighMinutes,0.32826199321863153,Competitive,Keep,High minutes and at least promising role-based performance.,Virgil van Dijk is classified as Keep because: High minutes and at least promising role-based performance.
nikola_milenković_nott'ham_forest,nott'ham_forest,Nikola Milenković,rs SRB,DF,Defender,Nott'ham Forest,eng Premier League,26.0,37,37,3330,37.0,5,2,4.0,1.1,51,27,209,41,0.0,0.0,0.0,0.0,0.1351351351351351,0.054054054054054,1.3783783783783785,0.7297297297297297,5.648648648648648,1.108108108108108,0.0,0.0,0.3918918918918919,0.1837837837837838,0.0689189189189189,0.0729729729729729,0.5648648648648649,0.1108108108108108,0.0,0.0,0.0,0.8175675675675675,0.4087837837837837,72.13,Good,Prime,HighMinutes,0.503802498714699,Blocked,Keep,High minutes and at least promising role-based performance.,Nikola Milenković is classified as Keep because: High minutes and at least promising role-based performance.
joško_gvardiol_manchester_city,manchester_city,Joško Gvardiol,hr CRO,DF,Defender,Manchester City,eng Premier League,22.0,37,36,3277,36.4,5,0,4.6,2.1,58,44,122,42,0.0,0.0,0.0,0.0,0.1373626373626373,0.0,1.5934065934065935,1.208791208791209,3.3516483516483517,1.153846153846154,0.0,0.0,0.3983516483516484,0.0,0.0796703296703296,0.1208791208791209,0.3351648351648352,0.1153846153846153,0.0,0.0,0.0,0.6510989010989012,0.3255494505494506,41.53,Average,Young,HighMinutes,0.21356955368078248,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Joško Gvardiol is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
mark_flekken_brentford,brentford,Mark Flekken,nl NED,GK,Goalkeeper,Brentford,eng Premier League,31.0,37,37,3275,36.4,0,2,0.0,0.5,4,0,26,2,55.0,150.0,73.4,7.0,0.0,0.0549450549450549,0.1098901098901098,0.0,0.7142857142857143,0.0549450549450549,0.1923076923076923,1.510989010989011,0.0,0.3543956043956044,0.2197802197802197,0.0,0.3174603174603174,0.8516483516483516,0.7340000000000001,0.0192307692307692,0.3777472527472527,0.3754835164835166,0.3751859678782756,63.64,Good,Senior,HighMinutes,0.35105452240067625,Competitive,Keep,High minutes and at least promising role-based performance.,Mark Flekken is classified as Keep because: High minutes and at least promising role-based performance.
bruno_guimarães_newcastle_utd,newcastle_utd,Bruno Guimarães,br BRA,MF,Midfielder,Newcastle Utd,eng Premier League,26.0,38,38,3271,36.3,5,6,4.3,6.1,83,29,44,36,0.0,0.0,0.0,0.0,0.1377410468319559,0.1652892561983471,2.2865013774104685,0.7988980716253444,1.2121212121212122,0.9917355371900828,0.0,0.0,0.2066115702479339,0.2479338842975206,0.1143250688705234,0.3195592286501377,0.0404040404040404,0.2479338842975206,0.0,0.0,0.0,0.8884297520661157,0.3461414618439412,71.82,Good,Prime,HighMinutes,0.2993343617438422,Competitive,Keep,High minutes and at least promising role-based performance.,Bruno Guimarães is classified as Keep because: High minutes and at least promising role-based performance.
bart_verbruggen_brighton,brighton,Bart Verbruggen,nl NED,GK,Goalkeeper,Brighton,eng Premier League,21.0,36,36,3240,36.0,0,1,0.0,0.0,0,0,29,1,58.0,87.0,65.7,7.0,0.0,0.0277777777777777,0.0,0.0,0.8055555555555556,0.0277777777777777,0.1944444444444444,1.6111111111111112,0.0,0.1791666666666666,0.0,0.0,0.3580246913580247,0.4305555555555555,0.657,0.0194444444444444,0.4027777777777778,0.2736666666666667,0.336025641025641,47.73,Average,Young,HighMinutes,0.4132051282051281,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Bart Verbruggen is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
daniel_muñoz_crystal_palace,crystal_palace,Daniel Muñoz,co COL,DF,Defender,Crystal Palace,eng Premier League,28.0,37,37,3228,35.9,4,5,4.9,5.5,123,44,108,40,0.0,0.0,0.0,0.0,0.1114206128133704,0.1392757660167131,3.4261838440111423,1.2256267409470754,3.008356545961003,1.1142061281337048,0.0,0.0,0.3231197771587744,0.4735376044568245,0.1713091922005571,0.1225626740947075,0.3008356545961003,0.1114206128133704,0.0,0.0,0.0,0.7061281337047354,0.3530640668523677,53.01,Promising,Prime,HighMinutes,0.4543396399516732,Blocked,Keep,High minutes and at least promising role-based performance.,Daniel Muñoz is classified as Keep because: High minutes and at least promising role-based performance.
antoine_semenyo_bournemouth,bournemouth,Antoine Semenyo,gh GHA,FW,Forward,Bournemouth,eng Premier League,24.0,37,36,3203,35.6,11,5,10.0,5.8,55,11,39,67,0.0,0.0,0.0,0.0,0.3089887640449438,0.1404494382022471,1.544943820224719,0.3089887640449438,1.095505617977528,1.882022471910112,0.0,0.0,0.3134028892455858,0.2808988764044943,0.1544943820224719,0.1158707865168539,0.3286516853932584,0.1882022471910112,0.0,0.0,0.0,0.5943017656500802,0.3406949409983534,54.32,Promising,Prime,HighMinutes,0.24099332248309155,Competitive,Keep,High minutes and at least promising role-based performance.,Antoine Semenyo is classified as Keep because: High minutes and at least promising role-based performance.
emiliano_martínez_aston_villa,aston_villa,Emiliano Martínez,ar ARG,GK,Goalkeeper,Aston Villa,eng Premier League,31.0,37,37,3194,35.5,0,0,0.0,0.5,3,0,17,1,45.0,96.0,69.0,8.0,0.0,0.0,0.0845070422535211,0.0,0.4788732394366197,0.028169014084507,0.2253521126760563,1.267605633802817,0.0,0.0,0.1690140845070422,0.0,0.2128325508607198,0.4366197183098592,0.69,0.0225352112676056,0.3169014084507042,0.3956338028169013,0.3829360780065005,68.18,Good,Senior,HighMinutes,0.3228141928494041,Competitive,Keep,High minutes and at least promising role-based performance.,Emiliano Martínez is classified as Keep because: High minutes and at least promising role-based performance.
cole_palmer_chelsea,chelsea,Cole Palmer,eng ENG,"MF,FW",AttMidWinger,Chelsea,eng Premier League,22.0,37,36,3191,35.5,15,8,17.3,10.9,34,11,20,16,0.0,0.0,0.0,0.0,0.4225352112676056,0.2253521126760563,0.9577464788732394,0.3098591549295774,0.5633802816901409,0.4507042253521127,0.0,0.0,0.2535211267605634,0.0901408450704225,0.0319248826291079,0.0464788732394366,0.028169014084507,0.0901408450704225,0.0,0.0,0.0,0.3755868544600939,0.3380281690140845,88.12,Good,Young,HighMinutes,0.2743245004086758,Competitive,Keep,High minutes and at least promising role-based performance.,Cole Palmer is classified as Keep because: High minutes and at least promising role-based performance.
murillo_nott'ham_forest,nott'ham_forest,Murillo,br BRA,DF,Defender,Nott'ham Forest,eng Premier League,22.0,36,36,3188,35.4,2,0,1.4,1.2,53,36,249,69,0.0,0.0,0.0,0.0,0.0564971751412429,0.0,1.497175141242938,1.0169491525423728,7.033898305084746,1.9491525423728815,0.0,0.0,0.1638418079096045,0.0,0.0748587570621469,0.1016949152542372,0.7033898305084746,0.1949152542372881,0.0,0.0,0.0,1.0748587570621468,0.5374293785310734,95.08,Good,Young,HighMinutes,0.503802498714699,Competitive,Keep,High minutes and at least promising role-based performance.,Murillo is classified as Keep because: High minutes and at least promising role-based performance.
antonee_robinson_fulham,fulham,Antonee Robinson,us USA,DF,Defender,Fulham,eng Premier League,26.0,36,35,3167,35.2,0,10,0.7,4.2,95,62,133,43,0.0,0.0,0.0,0.0,0.0,0.284090909090909,2.698863636363636,1.7613636363636362,3.7784090909090904,1.221590909090909,0.0,0.0,0.0,0.9659090909090908,0.1349431818181818,0.1761363636363636,0.377840909090909,0.1221590909090909,0.0,0.0,0.0,0.8110795454545454,0.4055397727272727,68.85,Good,Prime,HighMinutes,0.3956318427533217,Competitive,Keep,High minutes and at least promising role-based performance.,Antonee Robinson is classified as Keep because: High minutes and at least promising role-based performance.
ryan_gravenberch_liverpool,liverpool,Ryan Gravenberch,nl NED,MF,Midfielder,Liverpool,eng Premier League,22.0,37,37,3160,35.1,0,4,1.1,3.1,69,60,59,35,0.0,0.0,0.0,0.0,0.0,0.1139601139601139,1.9658119658119655,1.709401709401709,1.6809116809116809,0.9971509971509972,0.0,0.0,0.0,0.1709401709401709,0.0982905982905982,0.6837606837606838,0.0560303893637227,0.2492877492877492,0.0,0.0,0.0,0.9529914529914528,0.3712953712953713,76.36,Good,Young,HighMinutes,0.3152223692405457,Competitive,Keep,High minutes and at least promising role-based performance.,Ryan Gravenberch is classified as Keep because: High minutes and at least promising role-based performance.
aaron_wan-bissaka_west_ham,west_ham,Aaron Wan-Bissaka,eng ENG,DF,Defender,West Ham,eng Premier League,26.0,36,35,3154,35.0,2,5,1.2,3.5,70,66,125,37,0.0,0.0,0.0,0.0,0.0571428571428571,0.1428571428571428,2.0,1.8857142857142857,3.5714285714285716,1.0571428571428572,0.0,0.0,0.1657142857142857,0.4857142857142856,0.1,0.1885714285714285,0.3571428571428571,0.1057142857142857,0.0,0.0,0.0,0.7514285714285714,0.3757142857142857,61.2,Good,Prime,HighMinutes,0.32336264326057407,Competitive,Keep,High minutes and at least promising role-based performance.,Aaron Wan-Bissaka is classified as Keep because: High minutes and at least promising role-based performance.
levi_colwill_chelsea,chelsea,Levi Colwill,eng ENG,DF,Defender,Chelsea,eng Premier League,21.0,35,35,3149,35.0,2,1,1.9,1.1,47,33,118,37,0.0,0.0,0.0,0.0,0.0571428571428571,0.0285714285714285,1.3428571428571427,0.9428571428571428,3.371428571428571,1.0571428571428572,0.0,0.0,0.1657142857142857,0.0971428571428571,0.0671428571428571,0.0942857142857142,0.3371428571428571,0.1057142857142857,0.0,0.0,0.0,0.6042857142857143,0.3021428571428571,29.51,Poor,Young,HighMinutes,0.29496966365505745,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Levi Colwill is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
dara_o'shea_ipswich_town,ipswich_town,Dara O'Shea,ie IRL,DF,Defender,Ipswich Town,eng Premier League,25.0,35,35,3122,34.7,0,2,1.3,0.5,49,33,225,62,0.0,0.0,0.0,0.0,0.0,0.0576368876080691,1.4121037463976944,0.9510086455331412,6.484149855907781,1.786743515850144,0.0,0.0,0.0,0.1959654178674351,0.0706051873198847,0.0951008645533141,0.648414985590778,0.1786743515850143,0.0,0.0,0.0,0.9927953890489912,0.4963976945244956,87.98,Good,Prime,HighMinutes,0.34074415498568383,Competitive,Keep,High minutes and at least promising role-based performance.,Dara O'Shea is classified as Keep because: High minutes and at least promising role-based performance.
maxence_lacroix_crystal_palace,crystal_palace,Maxence Lacroix,fr FRA,DF,Defender,Crystal Palace,eng Premier League,24.0,35,35,3116,34.6,1,1,3.4,1.0,68,54,207,48,0.0,0.0,0.0,0.0,0.0289017341040462,0.0289017341040462,1.9653179190751444,1.560693641618497,5.982658959537572,1.3872832369942196,0.0,0.0,0.083815028901734,0.0982658959537572,0.0982658959537572,0.1560693641618497,0.5982658959537572,0.1387283236994219,0.0,0.0,0.0,0.9913294797687862,0.4956647398843931,87.43,Good,Prime,HighMinutes,0.4543396399516732,Competitive,Keep,High minutes and at least promising role-based performance.,Maxence Lacroix is classified as Keep because: High minutes and at least promising role-based performance.
morgan_rogers_aston_villa,aston_villa,Morgan Rogers,eng ENG,"FW,MF",AttMidWinger,Aston Villa,eng Premier League,22.0,37,37,3114,34.6,8,10,6.6,7.8,43,6,20,26,0.0,0.0,0.0,0.0,0.2312138728323699,0.2890173410404624,1.2427745664739884,0.1734104046242774,0.5780346820809248,0.7514450867052023,0.0,0.0,0.1387283236994219,0.1156069364161849,0.0414258188824662,0.0260115606936416,0.0289017341040462,0.1502890173410404,0.0,0.0,0.0,0.2957610789980732,0.2661849710982658,66.34,Good,Young,HighMinutes,0.16116245624208986,Competitive,Keep,High minutes and at least promising role-based performance.,Morgan Rogers is classified as Keep because: High minutes and at least promising role-based performance.
rayan_aït-nouri_wolves,wolves,Rayan Aït-Nouri,dz ALG,DF,Defender,Wolves,eng Premier League,23.0,37,37,3109,34.5,4,7,2.7,5.5,89,26,75,42,0.0,0.0,0.0,0.0,0.1159420289855072,0.2028985507246377,2.579710144927536,0.7536231884057971,2.1739130434782608,1.2173913043478262,0.0,0.0,0.336231884057971,0.6898550724637681,0.1289855072463768,0.0753623188405797,0.217391304347826,0.1217391304347826,0.0,0.0,0.0,0.5434782608695652,0.2717391304347826,18.58,Poor,Prime,HighMinutes,0.35222676263934233,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Rayan Aït-Nouri is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
illia_zabarnyi_bournemouth,bournemouth,Illia Zabarnyi,ua UKR,DF,Defender,Bournemouth,eng Premier League,21.0,36,35,3109,34.5,0,1,1.3,0.7,52,41,182,33,0.0,0.0,0.0,0.0,0.0,0.0289855072463768,1.5072463768115942,1.1884057971014492,5.27536231884058,0.9565217391304348,0.0,0.0,0.0,0.0985507246376811,0.0753623188405797,0.1188405797101449,0.527536231884058,0.0956521739130434,0.0,0.0,0.0,0.8173913043478261,0.408695652173913,71.58,Good,Young,HighMinutes,0.3776606216622093,Competitive,Keep,High minutes and at least promising role-based performance.,Illia Zabarnyi is classified as Keep because: High minutes and at least promising role-based performance.
keane_lewis-potter_brentford,brentford,Keane Lewis-Potter,eng ENG,"DF,FW",WingBack,Brentford,eng Premier League,23.0,38,36,3093,34.4,1,3,3.1,3.2,49,21,76,28,0.0,0.0,0.0,0.0,0.0290697674418604,0.0872093023255814,1.4244186046511629,0.6104651162790697,2.2093023255813953,0.813953488372093,0.0,0.0,0.0465116279069767,0.2790697674418604,0.1424418604651162,0.1831395348837209,0.6136950904392765,0.0813953488372093,0.0,0.0,0.0,0.6511627906976744,0.2541123085649461,35.71,Poor,Prime,HighMinutes,0.2541123085649461,Competitive,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Keane Lewis-Potter is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
tyrick_mitchell_crystal_palace,crystal_palace,Tyrick Mitchell,eng ENG,DF,Defender,Crystal Palace,eng Premier League,24.0,37,37,3092,34.4,0,5,1.3,6.4,91,19,108,68,0.0,0.0,0.0,0.0,0.0,0.1453488372093023,2.6453488372093026,0.5523255813953488,3.1395348837209305,1.976744186046512,0.0,0.0,0.0,0.4941860465116279,0.1322674418604651,0.0552325581395348,0.313953488372093,0.1976744186046511,0.0,0.0,0.0,0.6991279069767442,0.3495639534883721,50.82,Promising,Prime,HighMinutes,0.4543396399516732,Blocked,Keep,High minutes and at least promising role-based performance.,Tyrick Mitchell is classified as Keep because: High minutes and at least promising role-based performance.
vitaliy_mykolenko_everton,everton,Vitaliy Mykolenko,ua UKR,DF,Defender,Everton,eng Premier League,25.0,35,35,3082,34.2,1,2,0.5,2.6,63,44,145,25,0.0,0.0,0.0,0.0,0.0292397660818713,0.0584795321637426,1.8421052631578947,1.286549707602339,4.239766081871345,0.7309941520467835,0.0,0.0,0.0847953216374269,0.1988304093567251,0.0921052631578947,0.1286549707602339,0.4239766081871344,0.0730994152046783,0.0,0.0,0.0,0.7178362573099414,0.3589181286549707,54.64,Promising,Prime,HighMinutes,0.37626099499967636,Blocked,Keep,High minutes and at least promising role-based performance.,Vitaliy Mykolenko is classified as Keep because: High minutes and at least promising role-based performance.
calvin_bassey_fulham,fulham,Calvin Bassey,ng NGA,DF,Defender,Fulham,eng Premier League,24.0,35,34,3074,34.2,1,0,1.0,0.1,54,20,118,40,0.0,0.0,0.0,0.0,0.0292397660818713,0.0,1.5789473684210524,0.5847953216374269,3.450292397660818,1.1695906432748535,0.0,0.0,0.0847953216374269,0.0,0.0789473684210526,0.0584795321637426,0.3450292397660818,0.1169590643274853,0.0,0.0,0.0,0.5994152046783625,0.2997076023391812,27.32,Poor,Prime,HighMinutes,0.3956318427533217,Blocked,Monitor,"No strong keep, loan, sell, or give-more-chances rule was triggered.","Calvin Bassey is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
idrissa_gana_gueye_everton,everton,Idrissa Gana Gueye,sn SEN,MF,Midfielder,Everton,eng Premier League,34.0,37,35,3063,34.0,0,3,1.1,1.7,133,48,36,48,0.0,0.0,0.0,0.0,0.0,0.088235294117647,3.911764705882353,1.411764705882353,1.0588235294117647,1.411764705882353,0.0,0.0,0.0,0.1323529411764706,0.1955882352941176,0.5647058823529412,0.0352941176470588,0.3529411764705882,0.0,0.0,0.0,0.8926470588235293,0.3477845683728037,72.73,Good,CriticalAge,HighMinutes,0.2809550315341448,Competitive,Keep,High minutes and at least promising role-based performance.,Idrissa Gana Gueye is classified as Keep because: High minutes and at least promising role-based performance.
andré_onana_manchester_utd,manchester_utd,André Onana,cm CMR,GK,Goalkeeper,Manchester Utd,eng Premier League,28.0,34,34,3060,34.0,0,0,0.0,0.2,2,0,11,0,44.0,88.0,68.9,9.0,0.0,0.0,0.0588235294117647,0.0,0.3235294117647059,0.0,0.2647058823529412,1.2941176470588236,0.0,0.0,0.1176470588235294,0.0,0.1437908496732026,0.0,0.6890000000000001,0.0264705882352941,0.3235294117647059,0.3919411764705883,0.3815158371040724,65.91,Good,Prime,HighMinutes,0.2699886877828054,Competitive,Keep,High minutes and at least promising role-based performance.,André Onana is classified as Keep because: High minutes and at least promising role-based performance.
marc_guéhi_crystal_palace,crystal_palace,Marc Guéhi,eng ENG,DF,Defender,Crystal Palace,eng Premier League,24.0,34,34,3059,34.0,3,2,2.0,1.8,61,28,163,55,0.0,0.0,0.0,0.0,0.088235294117647,0.0588235294117647,1.7941176470588236,0.8235294117647058,4.794117647058823,1.6176470588235294,0.0,0.0,0.2558823529411764,0.1999999999999999,0.0897058823529411,0.0823529411764705,0.4794117647058823,0.1617647058823529,0.0,0.0,0.0,0.813235294117647,0.4066176470588235,69.4,Good,Prime,HighMinutes,0.4543396399516732,Blocked,Keep,High minutes and at least promising role-based performance.,Marc Guéhi is classified as Keep because: High minutes and at least promising role-based performance.
