player_id,team_id,player_name,nationality,raw_position,broad_position_group,team_name,league_name,age,matches_played,games_started,minutes_played,nineties_played,goals,assists,expected_goals,expected_assisted_goals,tackles,interceptions,clearances,blocks,goals_against,saves,save_percentage,clean_sheets
sandro_tonali_newcastle_utd,newcastle_utd,Sandro Tonali,it ITA,MF,Midfielder,Newcastle Utd,eng Premier League,24.0,36,28,2630,29.2,4,2,4.4,2.2,51,34,33,34,0.0,0.0,0.0,0.0
toti_gomes_wolves,wolves,Toti Gomes,pt POR,DF,Defender,Wolves,eng Premier League,25.0,31,30,2614,29.0,0,1,0.7,0.9,61,25,152,29,0.0,0.0,0.0,0.0
pedro_porro_tottenham,tottenham,Pedro Porro,es ESP,DF,Defender,Tottenham,eng Premier League,24.0,33,28,2610,29.0,2,6,1.6,5.0,66,36,84,44,0.0,0.0,0.0,0.0
josé_sá_wolves,wolves,José Sá,pt POR,GK,Goalkeeper,Wolves,eng Premier League,31.0,29,29,2609,29.0,0,0,0.0,0.2,2,0,15,0,48.0,69.0,63.2,7.0
kaoru_mitoma_brighton,brighton,Kaoru Mitoma,jp JPN,"FW,MF",Forward,Brighton,eng Premier League,27.0,36,28,2603,28.9,10,4,9.2,4.6,45,14,10,48,0.0,0.0,0.0,0.0
alexis_mac_allister_liverpool,liverpool,Alexis Mac Allister,ar ARG,MF,Midfielder,Liverpool,eng Premier League,25.0,35,30,2599,28.9,5,5,2.8,4.7,95,22,29,61,0.0,0.0,0.0,0.0
ollie_watkins_aston_villa,aston_villa,Ollie Watkins,eng ENG,FW,Forward,Aston Villa,eng Premier League,28.0,38,31,2598,28.9,16,8,15.3,3.3,10,8,15,11,0.0,0.0,0.0,0.0
matheus_cunha_wolves,wolves,Matheus Cunha,br BRA,"MF,FW",Midfielder,Wolves,eng Premier League,25.0,33,29,2597,28.9,15,6,8.6,7.7,38,17,23,21,0.0,0.0,0.0,0.0
neco_williams_nott'ham_forest,nott'ham_forest,Neco Williams,wls WAL,DF,Defender,Nott'ham Forest,eng Premier League,23.0,35,28,2594,28.8,1,3,2.3,1.6,90,31,137,42,0.0,0.0,0.0,0.0
liam_delap_ipswich_town,ipswich_town,Liam Delap,eng ENG,FW,Forward,Ipswich Town,eng Premier League,21.0,37,32,2593,28.8,12,2,9.3,1.9,11,2,28,8,0.0,0.0,0.0,0.0
mohammed_kudus_west_ham,west_ham,Mohammed Kudus,gh GHA,"FW,MF",Forward,West Ham,eng Premier League,23.0,32,31,2590,28.8,5,3,6.9,3.1,38,4,8,24,0.0,0.0,0.0,0.0
eberechi_eze_crystal_palace,crystal_palace,Eberechi Eze,eng ENG,"MF,FW",Midfielder,Crystal Palace,eng Premier League,26.0,34,31,2588,28.8,8,8,10.5,6.2,39,11,10,27,0.0,0.0,0.0,0.0
jørgen_strand_larsen_wolves,wolves,Jørgen Strand Larsen,no NOR,FW,Forward,Wolves,eng Premier League,24.0,35,30,2587,28.7,14,4,10.3,3.0,10,6,29,19,0.0,0.0,0.0,0.0
sepp_van_den_berg_brentford,brentford,Sepp van den Berg,nl NED,DF,Defender,Brentford,eng Premier League,22.0,31,29,2586,28.7,0,0,2.0,0.8,39,21,134,52,0.0,0.0,0.0,0.0
joachim_andersen_fulham,fulham,Joachim Andersen,dk DEN,DF,Defender,Fulham,eng Premier League,28.0,29,29,2583,28.7,0,0,1.0,0.5,27,34,188,37,0.0,0.0,0.0,0.0
omari_hutchinson_ipswich_town,ipswich_town,Omari Hutchinson,eng ENG,"MF,FW",Midfielder,Ipswich Town,eng Premier League,20.0,31,30,2583,28.7,3,2,2.9,3.5,32,11,15,27,0.0,0.0,0.0,0.0
tomáš_souček_west_ham,west_ham,Tomáš Souček,cz CZE,MF,Midfielder,West Ham,eng Premier League,29.0,35,30,2567,28.5,9,1,6.7,1.0,46,20,85,41,0.0,0.0,0.0,0.0
abdoulaye_doucouré_everton,everton,Abdoulaye Doucouré,ml MLI,MF,Midfielder,Everton,eng Premier League,31.0,33,31,2564,28.5,3,2,4.1,2.4,48,10,20,31,0.0,0.0,0.0,0.0
ibrahima_konaté_liverpool,liverpool,Ibrahima Konaté,fr FRA,DF,Defender,Liverpool,eng Premier League,25.0,31,30,2560,28.4,1,2,1.7,1.0,40,17,133,29,0.0,0.0,0.0,0.0
leandro_trossard_arsenal,arsenal,Leandro Trossard,be BEL,FW,Forward,Arsenal,eng Premier League,29.0,38,28,2546,28.3,8,7,7.2,6.1,31,9,18,32,0.0,0.0,0.0,0.0
jan_bednarek_southampton,southampton,Jan Bednarek,pl POL,DF,Defender,Southampton,eng Premier League,28.0,30,30,2531,28.1,2,0,0.7,0.5,36,56,190,47,0.0,0.0,0.0,0.0
nick_pope_newcastle_utd,newcastle_utd,Nick Pope,eng ENG,GK,Goalkeeper,Newcastle Utd,eng Premier League,32.0,28,28,2520,28.0,0,0,0.0,0.0,0,1,32,1,35.0,86.0,71.7,8.0
jarrad_branthwaite_everton,everton,Jarrad Branthwaite,eng ENG,DF,Defender,Everton,eng Premier League,22.0,30,28,2511,27.9,0,1,1.2,0.7,36,27,191,31,0.0,0.0,0.0,0.0
alisson_liverpool,liverpool,Alisson,br BRA,GK,Goalkeeper,Liverpool,eng Premier League,31.0,28,28,2508,27.9,0,0,0.0,0.6,1,0,13,0,29.0,73.0,72.0,9.0
anthony_elanga_nott'ham_forest,nott'ham_forest,Anthony Elanga,se SWE,"FW,MF",Forward,Nott'ham Forest,eng Premier League,22.0,38,31,2501,27.8,6,11,4.5,5.7,19,6,25,11,0.0,0.0,0.0,0.0
raúl_jiménez_fulham,fulham,Raúl Jiménez,mx MEX,FW,Forward,Fulham,eng Premier League,33.0,38,30,2494,27.7,12,3,12.0,3.3,35,10,23,21,0.0,0.0,0.0,0.0
dominik_szoboszlai_liverpool,liverpool,Dominik Szoboszlai,hu HUN,MF,Midfielder,Liverpool,eng Premier League,23.0,36,29,2491,27.7,6,6,7.3,7.4,38,9,19,39,0.0,0.0,0.0,0.0
andrew_robertson_liverpool,liverpool,Andrew Robertson,sct SCO,DF,Defender,Liverpool,eng Premier League,30.0,33,29,2482,27.6,0,1,1.2,4.6,39,21,54,10,0.0,0.0,0.0,0.0
victor_bernth_kristiansen_leicester_city,leicester_city,Victor Bernth Kristiansen,dk DEN,DF,Defender,Leicester City,eng Premier League,21.0,30,29,2482,27.6,0,1,0.3,1.4,87,42,75,38,0.0,0.0,0.0,0.0
andré_wolves,wolves,André,br BRA,MF,Midfielder,Wolves,eng Premier League,23.0,33,31,2472,27.5,0,0,0.4,0.8,91,37,30,42,0.0,0.0,0.0,0.0
anthony_gordon_newcastle_utd,newcastle_utd,Anthony Gordon,eng ENG,"FW,MF",Forward,Newcastle Utd,eng Premier League,23.0,34,28,2434,27.0,6,5,8.0,5.0,32,7,9,25,0.0,0.0,0.0,0.0
iliman_ndiaye_everton,everton,Iliman Ndiaye,sn SEN,FW,Forward,Everton,eng Premier League,24.0,33,29,2430,27.0,9,0,6.2,1.9,53,20,24,30,0.0,0.0,0.0,0.0
dean_huijsen_bournemouth,bournemouth,Dean Huijsen,es ESP,DF,Defender,Bournemouth,eng Premier League,19.0,32,26,2427,27.0,3,2,1.9,2.0,36,51,198,40,0.0,0.0,0.0,0.0
jurriën_timber_arsenal,arsenal,Jurriën Timber,nl NED,DF,Defender,Arsenal,eng Premier League,23.0,30,27,2417,26.9,1,3,1.2,0.8,58,22,44,19,0.0,0.0,0.0,0.0
pervis_estupiñán_brighton,brighton,Pervis Estupiñán,ec ECU,DF,Defender,Brighton,eng Premier League,26.0,30,26,2402,26.7,1,1,1.2,2.1,65,37,65,20,0.0,0.0,0.0,0.0
luis_díaz_liverpool,liverpool,Luis Díaz,co COL,FW,Forward,Liverpool,eng Premier League,27.0,36,28,2399,26.7,13,5,12.0,5.0,39,7,7,19,0.0,0.0,0.0,0.0
joelinton_newcastle_utd,newcastle_utd,Joelinton,br BRA,"MF,FW",Midfielder,Newcastle Utd,eng Premier League,27.0,29,29,2393,26.6,4,3,3.9,2.5,57,23,47,37,0.0,0.0,0.0,0.0
dejan_kulusevski_tottenham,tottenham,Dejan Kulusevski,se SWE,"MF,FW",Midfielder,Tottenham,eng Premier League,24.0,32,27,2389,26.5,7,4,4.2,6.2,45,13,10,34,0.0,0.0,0.0,0.0
mads_hermansen_leicester_city,leicester_city,Mads Hermansen,dk DEN,GK,Goalkeeper,Leicester City,eng Premier League,24.0,27,27,2385,26.5,0,0,0.0,0.0,1,0,13,1,58.0,99.0,64.5,1.0
lucas_paquetá_west_ham,west_ham,Lucas Paquetá,br BRA,"MF,FW",Midfielder,West Ham,eng Premier League,26.0,33,27,2380,26.4,4,0,5.3,3.1,66,18,37,29,0.0,0.0,0.0,0.0
trent_alexander-arnold_liverpool,liverpool,Trent Alexander-Arnold,eng ENG,DF,Defender,Liverpool,eng Premier League,25.0,33,28,2365,26.3,3,6,1.9,7.3,72,31,55,26,0.0,0.0,0.0,0.0
gabriel_magalhães_arsenal,arsenal,Gabriel Magalhães,br BRA,DF,Defender,Arsenal,eng Premier League,26.0,28,28,2363,26.3,3,1,2.6,0.9,25,16,93,42,0.0,0.0,0.0,0.0
jacob_murphy_newcastle_utd,newcastle_utd,Jacob Murphy,eng ENG,FW,Forward,Newcastle Utd,eng Premier League,29.0,35,31,2360,26.2,8,12,5.7,8.9,28,13,35,31,0.0,0.0,0.0,0.0
lucas_digne_aston_villa,aston_villa,Lucas Digne,fr FRA,DF,Defender,Aston Villa,eng Premier League,31.0,32,28,2351,26.1,0,4,0.8,4.7,65,25,89,23,0.0,0.0,0.0,0.0
saša_lukić_fulham,fulham,Saša Lukić,rs SRB,MF,Midfielder,Fulham,eng Premier League,27.0,30,28,2344,26.0,0,2,1.2,2.7,68,28,35,20,0.0,0.0,0.0,0.0
justin_kluivert_bournemouth,bournemouth,Justin Kluivert,nl NED,MF,Midfielder,Bournemouth,eng Premier League,25.0,34,29,2340,26.0,12,6,10.3,4.8,23,14,24,24,0.0,0.0,0.0,0.0
